CustomerID,Age,Gender,AnnualIncome,SpendingScore,MembershipLevel,Country,SignupDate
9382,59.0,Female,35658.55,7.0,Silver,France,2019-12-14
9383,61.0,Male,33202.58,64.0,Basic,Canada,2018-04-26
9384,27.0,,46722.45,52.0,,UK,2022-10-24
9385,60.0,Female,30256.48,25.0,Basic,,2021-02-04
9386,42.0,Female,58311.55,58.0,Gold,France,2022-01-03
9387,51.0,Female,58788.18,22.0,Basic,Germany,2015-10-22
9388,54.0,,53917.44,74.0,Gold,USA,2017-08-16
9389,47.0,Female,68083.74,55.0,Basic,USA,2021-11-27
9390,24.0,Female,49149.12,50.0,Platinum,Germany,2022-06-17
9391,23.0,Other,40535.46,,Basic,Germany,2015-12-26
9392,20.0,Female,48041.52,16.0,Gold,Australia,2017-10-05
9393,30.0,Female,41694.36,77.0,Silver,France,2018-10-16
9394,20.0,Female,50823.65,43.0,Gold,France,2015-06-08
9395,43.0,Female,68940.26,35.0,Basic,Australia,2020-07-07
9396,41.0,Male,33653.73,58.0,Basic,Australia,2021-07-19
9397,23.0,Male,54904.66,30.0,Basic,UK,2015-12-27
9398,60.0,,74364.27,49.0,Basic,UK,2017-07-09
9399,66.0,Female,76075.66,69.0,Silver,Canada,2016-12-27
9400,59.0,Female,49769.61,39.0,Platinum,Canada,2018-07-15
9401,29.0,Male,93198.36,61.0,Basic,USA,2015-08-31
9402,66.0,Male,44225.87,70.0,Basic,USA,2016-08-14
9403,53.0,Male,56572.95,84.0,,USA,2015-11-15
9404,19.0,Male,42445.68,39.0,Basic,Canada,2020-04-22
9405,28.0,Female,66496.29,,Silver,France,2016-10-05
9406,56.0,Female,102018.31,5.0,Basic,Germany,2021-06-26
9407,51.0,Male,87656.12,7.0,Gold,UK,2015-10-06
9408,43.0,Female,72695.91,79.0,Silver,UK,2019-01-12
9409,35.0,Male,50887.64,82.0,Gold,Canada,2016-11-29
9410,38.0,,57481.01,27.0,Gold,Canada,2019-12-31
9411,53.0,Female,76740.7,23.0,Gold,Germany,2015-08-19
9412,57.0,Male,71242.59,,Basic,Canada,2015-12-02
9413,69.0,Other,61243.76,88.0,Gold,,2015-09-01
9414,63.0,Female,62128.69,89.0,Silver,Canada,2020-06-03
9415,61.0,Male,75835.51,84.0,Basic,UK,2022-07-11
9416,39.0,Female,79550.7,46.0,Gold,Australia,2021-03-30
9417,47.0,Male,37488.93,21.0,Silver,USA,2022-04-07
9418,67.0,Female,63405.45,40.0,Gold,Australia,2018-04-11
9419,60.0,Female,68672.6,66.0,Silver,USA,2018-08-11
9420,47.0,Female,52017.66,48.0,Basic,Germany,2016-06-20
9421,25.0,Male,79185.31,49.0,Gold,Australia,2019-02-22
9422,51.0,Male,,42.0,Basic,Canada,2022-04-18
9423,,Male,79601.85,46.0,Basic,USA,2021-05-18
9424,,Male,54474.86,84.0,Basic,Australia,2018-05-18
9425,68.0,Male,63890.62,11.0,Silver,UK,2016-04-03
9426,37.0,Female,63558.93,66.0,Silver,Germany,2020-01-23
9427,57.0,Female,84939.4,61.0,Basic,France,2019-12-14
9428,42.0,Female,71114.96,15.0,Silver,UK,2016-09-27
9429,36.0,Male,53135.32,26.0,,France,2019-11-18
9430,22.0,Male,55916.18,3.0,Silver,USA,2015-08-19
9431,28.0,Male,55857.46,18.0,Basic,UK,2015-08-03
9432,32.0,Male,60277.46,20.0,,UK,2015-06-20
9433,25.0,Male,45831.73,88.0,Platinum,France,2022-02-22
9434,36.0,Male,58780.03,59.0,Platinum,France,2021-12-25
9435,40.0,Female,80521.12,80.0,Gold,Canada,2022-07-01
9436,44.0,Female,79854.75,87.0,Gold,Canada,2021-09-12
9437,57.0,Male,36527.24,10.0,Silver,France,2015-07-12
9438,49.0,Female,34152.07,86.0,Gold,France,2022-01-20
9439,43.0,Male,51103.03,84.0,Basic,France,2015-05-06
9440,44.0,Female,33313.43,48.0,Silver,France,2017-12-18
9441,36.0,Male,41049.19,74.0,Basic,Germany,2020-09-07
9442,67.0,Male,65268.13,26.0,Basic,UK,2015-08-19
9443,59.0,Male,59431.75,49.0,Basic,Australia,2022-07-18
9444,46.0,Male,34185.92,86.0,,,2015-01-05
9445,56.0,Female,77550.49,12.0,Silver,UK,2015-07-01
9446,58.0,Other,53670.59,71.0,Basic,USA,2018-08-29
9447,50.0,Female,52225.83,,Basic,USA,2022-04-19
9448,36.0,Male,75248.34,97.0,Basic,France,2017-06-24
9449,54.0,Female,66163.19,62.0,Silver,Australia,2022-09-29
9450,36.0,Female,59363.69,18.0,Gold,Canada,2019-07-25
9451,50.0,Female,52581.18,48.0,Silver,France,2015-09-22
9452,64.0,Female,68544.31,44.0,Gold,Germany,2017-12-15
9453,33.0,Female,53507.81,42.0,Silver,Germany,2016-09-02
9454,40.0,Female,56574.48,,,UK,2016-09-02
9455,24.0,Female,42352.56,76.0,Silver,UK,2022-01-08
9456,43.0,,77138.41,32.0,Silver,Australia,2019-07-14
9457,49.0,Male,83288.94,36.0,Gold,Germany,2015-01-08
9458,29.0,Female,63178.4,36.0,Silver,UK,2021-09-29
9459,25.0,Female,52707.78,10.0,Basic,Germany,2015-04-12
9460,22.0,Male,74031.75,41.0,Gold,Canada,2020-05-29
9461,59.0,Other,68829.76,95.0,Gold,Australia,2020-12-03
9462,45.0,Male,53343.46,3.0,Basic,Canada,2019-08-01
9463,22.0,Male,77267.15,48.0,Gold,Australia,2018-12-16
9464,66.0,Male,53633.15,48.0,Gold,Australia,2022-02-11
9465,43.0,Female,40708.09,,,France,2019-06-07
9466,22.0,Male,59013.12,39.0,Platinum,USA,2019-06-23
9467,39.0,Male,76265.16,76.0,Gold,,2018-01-11
9468,32.0,Male,61541.53,58.0,Basic,Germany,2018-07-16
9469,30.0,Female,42410.48,16.0,Basic,France,2017-07-21
9470,45.0,Female,53953.13,29.0,Platinum,,2019-11-10
9471,50.0,Male,77944.73,65.0,Gold,Australia,2021-06-07
9472,60.0,Female,64107.37,92.0,Gold,Australia,2017-07-01
9473,40.0,Female,59716.8,45.0,Platinum,Canada,2016-01-15
9474,50.0,Male,58043.8,72.0,Basic,UK,2016-03-27
9475,60.0,Female,76198.16,98.0,Basic,USA,2020-11-06
9476,35.0,Male,75220.02,80.0,Silver,Australia,2019-10-22
9477,67.0,Male,38982.32,60.0,Platinum,,2019-04-16
9478,47.0,Female,74098.92,90.0,Silver,Australia,2020-05-01
9479,43.0,Female,67746.34,,Platinum,UK,2021-09-17
9480,33.0,Male,83894.79,25.0,Basic,Germany,2020-08-19
9481,30.0,Male,58963.03,88.0,Gold,UK,2018-09-10
9482,56.0,Female,77028.49,7.0,Basic,Australia,2017-12-12
9483,50.0,Female,67033.99,21.0,Silver,Canada,2020-12-24
9484,43.0,Male,43291.54,65.0,Silver,Australia,2015-05-30
9485,65.0,Female,75308.96,2.0,Basic,France,2017-09-13
9486,18.0,Male,72141.32,17.0,Gold,UK,2019-04-06
9487,66.0,Male,,92.0,Basic,France,2016-11-18
9488,55.0,Female,64342.68,48.0,Basic,Australia,2015-12-15
9489,19.0,Female,91616.31,19.0,Basic,USA,2022-05-10
9490,66.0,Male,52754.42,94.0,Basic,Canada,2016-01-24
9491,23.0,Female,70892.53,47.0,Silver,UK,2022-05-26
9492,63.0,Male,43576.8,61.0,Basic,Canada,2015-11-21
9493,67.0,Female,51445.37,14.0,Basic,France,2022-05-08
9494,55.0,Male,72158.45,56.0,Silver,Germany,2020-02-10
9495,59.0,Male,63850.22,29.0,Gold,USA,2018-05-04
9496,41.0,Male,56981.44,2.0,Silver,USA,2022-03-04
9497,35.0,Female,85537.45,11.0,Gold,Canada,2022-03-21
9498,44.0,Male,46172.81,32.0,Silver,Australia,2016-01-28
9499,58.0,Male,57810.31,35.0,,UK,2019-10-18
9500,25.0,Male,67376.59,43.0,Gold,Germany,2017-04-26
9501,45.0,Male,46927.39,73.0,Basic,Canada,2021-08-09
9502,27.0,Male,67638.45,34.0,Silver,Germany,2015-02-22
9503,,Female,76120.13,73.0,Silver,UK,2021-10-09
9504,46.0,Male,58280.97,64.0,Basic,USA,2022-04-12
9505,23.0,Female,,47.0,Basic,,2022-10-22
9506,31.0,Female,55313.4,9.0,Basic,France,2015-10-22
9507,39.0,Female,19823.88,3.0,Gold,UK,2019-05-15
9508,23.0,Female,75091.85,91.0,Gold,Australia,2019-11-01
9509,43.0,Female,63968.85,45.0,,UK,2017-08-31
9510,56.0,Female,57353.61,21.0,,Canada,2021-11-29
9511,29.0,,,58.0,Basic,Canada,2018-03-08
9512,52.0,Female,76635.59,98.0,Basic,France,2022-03-14
9513,31.0,Female,53436.05,,,UK,2018-11-20
9514,39.0,Male,68478.65,97.0,Basic,Canada,2015-02-09
9515,68.0,Male,59829.1,99.0,Basic,Germany,2019-10-26
9516,40.0,Female,,40.0,Gold,USA,2015-01-18
9517,65.0,Female,79028.15,50.0,Basic,UK,2018-07-20
9518,24.0,Male,76178.75,69.0,,France,2017-11-10
9519,57.0,Female,71460.5,46.0,Silver,Germany,2018-02-03
9520,67.0,Male,64722.71,,Gold,UK,2015-01-31
9521,42.0,Male,42037.82,95.0,Basic,USA,2019-02-17
9522,30.0,Female,,42.0,Silver,Canada,2022-04-01
9523,38.0,Female,93074.98,53.0,Silver,France,2017-04-24
9524,58.0,Female,61742.04,33.0,Basic,,2017-04-24
9525,,Male,62035.32,89.0,Gold,Canada,2020-10-07
9526,26.0,Female,43472.41,22.0,Basic,USA,2020-11-14
9527,32.0,Male,28944.0,58.0,Gold,Australia,2016-08-16
9528,,,54613.27,8.0,Silver,UK,2019-12-21
9529,19.0,Male,82225.02,9.0,Basic,Canada,2020-05-06
9530,42.0,Male,80156.38,11.0,Basic,Canada,2021-10-21
9531,30.0,Female,59018.88,95.0,Basic,Germany,2017-05-07
9532,51.0,Male,66451.94,93.0,Basic,USA,2022-05-10
9533,68.0,Female,41724.57,87.0,Basic,France,2019-11-22
9534,51.0,Male,,37.0,Basic,Canada,2018-12-19
9535,52.0,Male,52133.53,20.0,Gold,Canada,2019-11-08
9536,55.0,Male,60820.07,48.0,Basic,USA,2018-08-06
9537,,Female,55880.2,87.0,Silver,Germany,2020-04-07
9538,59.0,Male,55612.41,9.0,Basic,UK,2020-03-12
9539,23.0,Female,74945.98,46.0,Silver,France,2016-05-19
9540,65.0,Female,89458.84,82.0,Basic,Canada,2017-03-04
9541,66.0,Male,57458.17,94.0,Platinum,Canada,2019-11-18
9542,36.0,Male,81279.46,26.0,Silver,Germany,2022-10-02
9543,20.0,Male,41376.54,16.0,Basic,France,2020-06-09
9544,35.0,Female,58616.42,,Silver,USA,2019-10-21
9545,56.0,Male,40557.1,84.0,Basic,Canada,2015-03-02
9546,26.0,Male,55314.54,16.0,Platinum,USA,2017-07-09
9547,69.0,Male,70735.48,88.0,Silver,Germany,2017-10-20
9548,29.0,Female,76779.51,16.0,Basic,Canada,2015-10-10
9549,22.0,Female,48322.12,59.0,Basic,UK,2017-04-17
9550,20.0,Female,66871.0,96.0,Silver,Canada,2022-06-18
9551,28.0,Female,78449.92,38.0,Basic,Australia,2016-12-30
9552,47.0,Male,76315.91,62.0,Gold,Australia,2018-06-26
9553,21.0,Male,63884.36,81.0,Silver,UK,2022-08-25
9554,22.0,,51162.24,57.0,Silver,USA,2016-06-21
9555,18.0,Female,49667.46,53.0,Silver,USA,2019-08-09
9556,44.0,Male,47360.25,36.0,Platinum,UK,2020-10-11
9557,45.0,Male,59525.83,,Platinum,USA,2015-10-23
9558,46.0,Female,47652.67,54.0,Basic,France,2020-01-03
9559,35.0,Male,70170.59,88.0,Gold,Australia,2017-12-28
9560,29.0,Female,63425.05,89.0,,,2017-04-23
9561,30.0,Female,62745.25,79.0,Gold,Canada,2016-09-26
9562,58.0,Female,32392.87,52.0,Basic,Germany,2015-07-16
9563,19.0,Male,60416.7,21.0,Basic,France,2018-03-27
9564,,Male,53113.23,40.0,Basic,France,2020-09-08
9565,62.0,Male,92496.26,16.0,Silver,Australia,2020-07-06
9566,33.0,Female,40800.79,83.0,Basic,Germany,2018-03-12
9567,65.0,Other,56918.63,20.0,Basic,USA,2017-12-16
9568,41.0,Female,65746.48,5.0,Basic,USA,2018-09-09
9569,52.0,Female,45409.31,15.0,,Germany,2022-07-23
9570,39.0,Male,88923.79,40.0,,Australia,2017-12-31
9571,53.0,Female,89231.82,74.0,Silver,France,2016-06-20
9572,28.0,,47123.74,75.0,Basic,Canada,2022-03-25
9573,63.0,Female,51122.88,98.0,Platinum,Australia,2018-07-20
9574,46.0,Female,92202.19,44.0,,France,2018-10-05
9575,52.0,Female,80929.06,57.0,Platinum,Canada,2015-10-07
9576,65.0,Female,54459.8,72.0,Basic,Canada,2018-12-24
9577,32.0,Male,66471.54,40.0,Gold,USA,2015-06-11
9578,48.0,Female,39199.07,,Gold,Canada,2016-12-22
9579,59.0,Male,92951.07,24.0,Silver,UK,2020-05-21
9580,58.0,,61092.92,98.0,Gold,UK,2017-08-29
9581,60.0,Female,68783.8,40.0,,France,2018-07-31
9582,33.0,Male,45974.31,21.0,Gold,France,2019-08-22
9583,27.0,,42958.64,66.0,Silver,UK,2015-08-23
9584,66.0,Male,66766.37,19.0,Basic,France,2020-05-23
9585,,Male,88744.49,14.0,Silver,USA,2017-05-22
9586,68.0,Female,51892.82,76.0,Basic,Australia,2019-03-19
9587,19.0,Male,45313.46,20.0,Basic,UK,2022-12-17
9588,41.0,Male,64576.96,57.0,Platinum,Germany,2020-11-21
9589,40.0,Male,84557.9,20.0,Silver,USA,2019-06-16
9590,,Female,50421.17,31.0,Gold,France,2015-11-17
9591,55.0,Female,56251.61,,Basic,UK,2020-11-01
9592,48.0,Male,72556.86,75.0,Gold,France,2017-12-11
9593,68.0,,74166.23,56.0,Silver,France,2018-11-04
9594,57.0,Female,55733.34,52.0,Gold,France,2018-04-19
9595,43.0,Male,76449.69,75.0,Basic,France,2018-11-17
9596,46.0,Female,67931.53,82.0,Platinum,Germany,2021-09-03
9597,20.0,Male,60242.87,74.0,Basic,Canada,2015-09-16
9598,31.0,Male,73536.85,18.0,Silver,,2018-01-17
9599,42.0,Female,71469.07,9.0,Basic,,2015-12-20
9600,65.0,Male,44294.81,61.0,Basic,,2019-10-01
9601,18.0,Female,82252.68,58.0,Silver,Australia,2016-01-10
9602,20.0,Male,,70.0,Basic,Australia,2020-07-28
9603,43.0,Male,80634.2,76.0,Basic,UK,2022-05-06
9604,35.0,Female,60776.91,1.0,Gold,France,2018-03-21
9605,26.0,Female,63714.59,74.0,Basic,UK,2020-01-17
9606,55.0,Female,,66.0,Gold,USA,2022-10-24
9607,40.0,Male,68202.74,45.0,Silver,,2017-12-31
9608,38.0,,82922.99,41.0,Gold,France,2021-10-21
9609,18.0,Female,66996.62,72.0,Basic,Canada,2022-11-18
9610,38.0,Female,59580.16,25.0,Basic,Australia,2017-09-02
9611,44.0,Female,75143.0,30.0,Silver,USA,2022-02-02
9612,59.0,Female,66456.28,91.0,Silver,Germany,2021-04-24
9613,23.0,Male,104333.0,44.0,Platinum,France,2020-07-26
9614,61.0,Male,64371.27,77.0,Gold,Australia,2015-09-24
9615,53.0,Male,78564.97,,Gold,Germany,2019-12-28
9616,45.0,Other,73231.23,6.0,Gold,USA,2022-04-25
9617,62.0,Male,29251.53,59.0,Platinum,Germany,2020-01-12
9618,34.0,Female,48948.18,84.0,Gold,Australia,2016-06-18
9619,57.0,Male,,14.0,Silver,Germany,2016-07-03
9620,69.0,Female,37505.23,23.0,Basic,,2016-03-31
9621,20.0,Male,54071.15,,Basic,UK,2015-11-15
9622,29.0,Female,39432.22,88.0,Basic,Australia,2016-09-29
9623,56.0,Male,43362.53,48.0,Basic,UK,2017-08-25
9624,,Female,63623.73,60.0,Basic,France,2021-05-30
9625,19.0,Female,88790.97,47.0,Basic,Australia,2021-05-02
9626,63.0,Female,39566.85,10.0,Basic,USA,2015-03-27
9627,39.0,Male,,46.0,Basic,UK,2015-04-30
9628,40.0,Male,52008.91,74.0,Silver,Australia,2017-06-11
9629,47.0,Female,57792.35,8.0,Basic,USA,2022-07-31
9630,,Male,36868.0,82.0,Basic,Australia,2020-06-19
9631,26.0,Male,49513.73,50.0,Platinum,USA,2018-01-23
9632,38.0,Female,48128.24,76.0,Basic,USA,2017-05-06
9633,28.0,Male,64775.44,21.0,Basic,,2019-11-13
9634,22.0,Male,66384.43,26.0,Gold,UK,2015-08-19
9635,52.0,Female,57708.58,,Basic,Germany,2015-06-18
9636,,Male,54333.53,11.0,Silver,USA,2018-08-30
9637,66.0,Male,49354.5,52.0,Gold,France,2022-02-19
9638,19.0,Female,60773.67,30.0,Silver,France,2021-05-18
9639,41.0,Male,45358.71,46.0,Gold,France,2018-11-24
9640,48.0,Female,83208.57,1.0,Silver,Canada,2018-10-10
9641,50.0,Male,37531.47,52.0,Silver,Germany,2015-02-19
9642,56.0,,50155.44,15.0,Gold,USA,2022-11-30
9643,47.0,Male,73023.02,28.0,Basic,USA,2021-09-22
9644,63.0,,54020.44,63.0,Basic,UK,2016-01-08
9645,54.0,Male,70079.6,58.0,Gold,Australia,2017-05-18
9646,68.0,Male,85757.91,69.0,Platinum,Germany,2019-06-11
9647,45.0,Female,72496.54,45.0,Basic,Germany,2016-05-13
9648,48.0,Male,41969.62,41.0,Silver,France,2015-07-31
9649,28.0,Female,42686.58,72.0,Basic,USA,2020-03-17
9650,40.0,Female,57188.99,38.0,Basic,Germany,2017-12-17
9651,,Female,66645.72,86.0,Silver,Germany,2015-04-01
9652,57.0,Male,78092.03,38.0,Silver,France,2020-11-17
9653,58.0,Male,48225.2,52.0,Silver,Australia,2015-03-06
9654,44.0,Female,52726.44,46.0,Gold,Australia,2017-06-14
9655,52.0,Female,56240.25,53.0,Basic,Australia,2019-02-03
9656,19.0,Female,55939.26,30.0,Platinum,USA,2019-11-09
9657,56.0,Male,82434.68,4.0,Silver,Australia,2019-11-04
9658,54.0,Female,,2.0,Silver,France,2022-08-04
9659,38.0,Female,62295.8,63.0,Silver,France,2021-02-01
9660,22.0,Male,73672.25,85.0,Basic,France,2021-03-05
9661,69.0,Female,83866.32,61.0,Basic,France,2016-04-23
9662,,Male,59472.06,33.0,Silver,USA,2015-04-18
9663,38.0,Male,78887.87,78.0,Gold,UK,2018-01-24
9664,46.0,Female,87416.56,80.0,Basic,Australia,2018-02-22
9665,37.0,Male,58344.9,58.0,Silver,,2015-10-28
9666,55.0,Female,51545.42,92.0,Basic,USA,2019-04-05
9667,37.0,Male,92806.01,41.0,Basic,USA,2021-06-30
9668,67.0,Male,76816.23,9.0,Gold,Germany,2015-05-30
9669,42.0,Male,60187.36,98.0,Basic,Germany,2019-09-25
9670,19.0,Other,69749.42,75.0,Basic,Australia,2018-12-23
9671,49.0,Male,44325.36,19.0,Silver,,2016-06-12
9672,43.0,Male,76641.28,93.0,Basic,Australia,2022-04-07
9673,23.0,Female,32999.54,,Gold,Canada,2021-05-30
9674,58.0,Male,76059.63,73.0,Silver,USA,2019-03-06
9675,20.0,Male,49174.34,7.0,Gold,,2018-01-07
9676,50.0,Male,35191.82,31.0,Basic,Germany,2018-04-06
9677,18.0,Male,29979.38,67.0,Gold,Australia,2022-02-01
9678,68.0,,52857.71,8.0,Basic,UK,2018-03-10
9679,22.0,Male,70666.71,73.0,Gold,USA,2021-06-03
9680,30.0,Male,39151.62,53.0,,Australia,2021-04-20
9681,36.0,Female,41466.41,15.0,Gold,UK,2021-07-08
9682,29.0,Male,52586.69,8.0,Gold,Germany,2017-05-09
9683,65.0,Female,72113.3,81.0,Silver,Australia,2018-08-15
9684,,Female,73987.94,96.0,Platinum,Germany,2022-08-09
9685,68.0,Male,62098.05,87.0,Basic,France,2020-03-21
9686,52.0,Other,74750.54,65.0,Basic,UK,2015-03-28
9687,29.0,Male,70314.16,46.0,Basic,Canada,2016-04-22
9688,47.0,Male,53745.19,100.0,Silver,Canada,2018-03-03
9689,,Male,,7.0,Basic,Germany,2019-06-25
9690,51.0,Female,40737.34,78.0,Gold,,2022-10-06
9691,39.0,Female,67297.3,10.0,Basic,Australia,2018-03-01
9692,56.0,Male,42509.78,85.0,Platinum,USA,2015-02-22
9693,30.0,,62142.01,98.0,Basic,Canada,2020-03-04
9694,64.0,Female,78278.52,35.0,Basic,Canada,2019-03-01
9695,20.0,Male,63197.97,48.0,,France,2020-05-31
9696,37.0,Male,59811.34,63.0,Basic,Canada,2022-11-15
9697,48.0,Female,63390.47,61.0,Gold,Australia,2015-01-20
9698,22.0,Female,69949.64,97.0,Platinum,France,2022-12-11
9699,,Male,92010.03,76.0,Basic,UK,2021-06-16
9700,57.0,Male,69786.61,13.0,Gold,Germany,2019-06-23
9701,50.0,Female,52462.29,95.0,Platinum,Germany,2018-11-24
9702,25.0,Male,56870.21,53.0,Basic,,2019-07-06
9703,41.0,Female,,79.0,Gold,Germany,2019-12-02
9704,67.0,,41411.43,99.0,Basic,Australia,2016-04-16
9705,37.0,Female,23512.86,9.0,Gold,Germany,2017-11-07
9706,33.0,Male,53075.97,70.0,Silver,,2019-05-11
9707,67.0,Male,38933.44,67.0,Basic,USA,2018-02-26
9708,69.0,Male,61455.8,14.0,Silver,Canada,2017-03-15
9709,29.0,Female,52357.88,,Basic,,2019-03-02
9710,30.0,Other,43717.17,87.0,Gold,Germany,2017-08-06
9711,62.0,Male,28447.42,49.0,Basic,UK,2015-03-26
9712,59.0,Female,54759.92,65.0,Basic,USA,2016-04-17
9713,56.0,,33714.24,100.0,Basic,USA,2016-07-14
9714,42.0,Male,70592.43,97.0,Basic,Canada,2018-05-10
9715,63.0,Male,63823.46,88.0,Silver,UK,2015-07-13
9716,49.0,Male,56598.02,90.0,Silver,Australia,2022-06-26
9717,41.0,Male,81761.21,10.0,Silver,Germany,2019-10-20
9718,65.0,,60147.4,39.0,Silver,France,2022-04-24
9719,64.0,Female,65791.23,57.0,,Australia,2017-06-24
9720,61.0,Male,70311.97,18.0,Silver,UK,2022-07-20
9721,26.0,Male,52246.76,74.0,Silver,Australia,2020-07-20
9722,,Male,52330.64,70.0,Gold,Australia,2015-08-30
9723,67.0,Female,60621.7,99.0,Basic,France,2017-06-25
9724,40.0,Female,39802.12,69.0,Gold,UK,2017-11-02
9725,67.0,Female,86779.71,,Basic,Canada,2020-12-08
9726,30.0,Female,62411.67,67.0,Basic,Canada,2015-07-27
9727,49.0,Male,56985.88,57.0,Gold,Germany,2018-12-30
9728,67.0,Male,91282.9,47.0,Silver,France,2022-05-01
9729,32.0,Other,43477.61,48.0,Basic,,2018-08-25
9730,53.0,Male,83042.26,61.0,Basic,UK,2020-06-20
9731,66.0,Female,72199.41,8.0,,USA,2018-03-30
9732,22.0,Male,76755.44,74.0,Silver,UK,2019-03-15
9733,39.0,Female,,,Basic,Germany,2021-01-07
9734,33.0,,60837.98,100.0,Basic,Canada,2018-09-08
9735,58.0,Female,54850.6,67.0,Silver,Germany,2018-06-23
9736,27.0,Female,74945.13,91.0,Platinum,Canada,2019-04-28
9737,41.0,Male,65876.04,87.0,Basic,UK,2022-09-26
9738,35.0,Female,51622.72,95.0,Basic,,2020-07-24
9739,66.0,Male,52311.62,98.0,Silver,Germany,2020-09-26
9740,35.0,Female,59777.81,68.0,Basic,Germany,2015-12-02
9741,24.0,Male,55015.75,76.0,Platinum,,2018-07-31
9742,21.0,Female,81626.59,47.0,Silver,UK,2017-05-07
9743,43.0,Male,72123.23,48.0,Silver,Australia,2022-02-03
9744,22.0,Male,72091.68,53.0,Basic,Australia,2017-02-12
9745,33.0,Male,63508.76,19.0,Gold,Australia,2016-08-07
9746,52.0,Other,47602.41,61.0,Silver,Germany,2016-02-09
9747,43.0,Male,70441.61,81.0,Silver,Canada,2015-08-20
9748,35.0,Male,28527.26,26.0,Basic,UK,2019-08-28
9749,46.0,Male,62610.83,87.0,Basic,Canada,2019-10-28
9750,40.0,Male,47818.22,89.0,Silver,USA,2017-08-01
9751,31.0,Male,46663.25,42.0,Basic,USA,2020-06-23
9752,32.0,Female,53049.99,6.0,Silver,UK,2019-04-01
9753,66.0,Male,,84.0,Platinum,Canada,2018-10-03
9754,50.0,Female,59648.77,60.0,Silver,USA,2017-01-15
9755,42.0,,71853.57,69.0,Basic,USA,2016-08-16
9756,38.0,Male,57391.73,93.0,Silver,Germany,2016-07-16
9757,34.0,Female,58474.0,35.0,Basic,USA,2015-12-08
9758,40.0,Male,39065.81,100.0,Platinum,Germany,2015-11-02
9759,60.0,,41019.18,35.0,Basic,France,2019-12-25
9760,34.0,Male,64306.04,12.0,Platinum,Germany,2017-05-16
9761,31.0,Male,69460.03,90.0,Basic,France,2016-07-01
9762,46.0,Female,56092.92,87.0,Platinum,Australia,2022-07-16
9763,37.0,Female,73994.37,45.0,Basic,Germany,2017-07-23
9764,47.0,Female,38881.62,68.0,Gold,,2021-10-12
9765,36.0,Male,65978.08,8.0,Silver,USA,2021-03-12
9766,56.0,Male,47223.34,27.0,Basic,UK,2017-01-11
9767,30.0,Male,46038.75,28.0,Platinum,USA,2015-10-24
9768,35.0,Female,48526.26,8.0,Platinum,Germany,2020-11-30
9769,40.0,Male,58788.52,44.0,Silver,Australia,2021-12-19
9770,63.0,Male,66583.45,54.0,Platinum,Germany,2021-09-26
9771,50.0,Female,65444.69,14.0,Gold,Canada,2017-01-07
9772,56.0,Male,55642.77,41.0,Basic,France,2015-02-21
9773,57.0,Other,69484.01,70.0,Gold,France,2015-11-17
9774,35.0,Male,85301.12,22.0,Basic,Canada,2016-08-31
9775,26.0,Female,58208.83,25.0,Platinum,UK,2018-04-29
9776,50.0,Male,61421.94,72.0,Silver,France,2019-04-28
9777,49.0,Female,50824.05,95.0,Gold,Australia,2018-06-14
9778,34.0,Male,54120.62,4.0,Silver,USA,2018-05-06
9779,36.0,Male,78725.21,82.0,Gold,UK,2017-02-18
9780,44.0,Male,78879.87,35.0,Basic,,2017-01-11
9781,23.0,Other,56983.99,100.0,Gold,Canada,2020-09-02
9782,52.0,Other,67353.77,81.0,Gold,UK,2015-05-18
9783,54.0,,73806.86,98.0,Silver,France,2016-02-24
9784,51.0,Female,53302.24,20.0,Basic,USA,2021-06-26
9785,37.0,Female,40411.38,48.0,Silver,Canada,2016-11-11
9786,42.0,Male,70339.63,,Silver,France,2021-01-15
9787,21.0,,73445.81,74.0,Basic,USA,2017-07-11
9788,27.0,Other,71239.18,,Platinum,Australia,2020-09-14
9789,27.0,Male,54387.77,52.0,Gold,UK,2022-09-10
9790,41.0,Male,82846.66,38.0,Gold,Australia,2015-06-25
9791,38.0,Male,64263.97,48.0,Silver,Germany,2022-12-09
9792,28.0,,42786.16,45.0,Basic,,2015-10-10
9793,44.0,Female,36058.69,,Silver,Germany,2016-02-27
9794,33.0,Male,55542.09,82.0,Gold,UK,2016-06-21
9795,43.0,Male,63372.17,33.0,Basic,USA,2017-11-27
9796,47.0,Male,55680.81,59.0,Basic,Canada,2020-10-24
9797,66.0,Male,89903.44,15.0,Basic,Germany,2016-11-01
9798,33.0,Male,66059.75,44.0,Basic,UK,2015-03-17
9799,24.0,,45402.77,35.0,Silver,UK,2017-07-30
9800,33.0,Male,25944.87,58.0,Gold,Australia,2022-06-04
9801,52.0,Female,63525.21,24.0,,UK,2019-03-02
9802,33.0,Male,74834.31,,Silver,Canada,2021-06-27
9803,57.0,Male,87956.51,32.0,Silver,Australia,2016-03-15
9804,29.0,Male,56963.82,33.0,Basic,UK,2017-02-06
9805,52.0,Female,85829.99,100.0,,France,2021-07-15
9806,,Female,39616.09,11.0,Basic,France,2019-10-11
9807,38.0,Male,,96.0,Gold,Germany,2015-08-12
9808,67.0,Male,44784.04,47.0,Basic,UK,2018-05-14
9809,60.0,Female,71881.51,67.0,Gold,Australia,2018-01-02
9810,53.0,Male,40483.84,8.0,Gold,Germany,2020-05-13
